day_id,day_of_week,hour,ACTIVITY_NAME,ACTIVITY_NAME_ENC
311,3,12,Socializing and Leisure,8
311,3,13,Personal Care,4
311,3,14,Education,2
311,3,15,Working,11
311,3,16,Working,11
311,3,17,Eating and Drinking,1
311,3,18,Caring for Household Members,0
311,3,19,Shopping,6
311,3,20,Caring for Household Members,0
311,3,21,Socializing and Leisure,8
311,3,22,Sleeping,7
311,3,23,Sports and Exercise,9
312,4,0,Sleeping,7
312,4,1,Sleeping,7
312,4,2,Sleeping,7
312,4,3,Sleeping,7
312,4,4,Sleeping,7
312,4,5,Personal Care,4
312,4,6,Traveling / Commuting,10
312,4,7,Personal Care,4
312,4,8,Personal Care,4
312,4,9,Education,2
312,4,10,Working,11
312,4,11,Sports and Exercise,9
312,4,12,Caring for Household Members,0
312,4,13,Education,2
312,4,14,Working,11
312,4,15,Working,11
312,4,16,Shopping,6
312,4,17,Religious and Volunteer Activities,5
312,4,18,Caring for Household Members,0
312,4,19,Household Activities,3
312,4,20,Socializing and Leisure,8
312,4,21,Traveling / Commuting,10
312,4,22,Socializing and Leisure,8
312,4,23,Religious and Volunteer Activities,5
313,5,0,Sleeping,7
313,5,1,Sleeping,7
313,5,2,Sleeping,7
313,5,3,Sleeping,7
313,5,4,Sleeping,7
313,5,5,Sleeping,7
313,5,6,Sports and Exercise,9
313,5,7,Personal Care,4
313,5,8,Working,11
313,5,9,Shopping,6
313,5,10,Shopping,6
313,5,11,Education,2
313,5,12,Working,11
313,5,13,Shopping,6
313,5,14,Shopping,6
313,5,15,Shopping,6
313,5,16,Socializing and Leisure,8
313,5,17,Household Activities,3
313,5,18,Personal Care,4
313,5,19,Personal Care,4
313,5,20,Household Activities,3
313,5,21,Shopping,6
313,5,22,Socializing and Leisure,8
313,5,23,Sleeping,7
314,6,0,Sleeping,7
314,6,1,Sleeping,7
314,6,2,Sleeping,7
314,6,3,Sleeping,7
314,6,4,Sleeping,7
314,6,5,Sleeping,7
314,6,6,Household Activities,3
314,6,7,Religious and Volunteer Activities,5
314,6,8,Eating and Drinking,1
314,6,9,Personal Care,4
314,6,10,Education,2
314,6,11,Working,11
314,6,12,Education,2
314,6,13,Sports and Exercise,9
314,6,14,Traveling / Commuting,10
314,6,15,Working,11
314,6,16,Socializing and Leisure,8
314,6,17,Shopping,6
314,6,18,Socializing and Leisure,8
314,6,19,Caring for Household Members,0
314,6,20,Eating and Drinking,1
314,6,21,Socializing and Leisure,8
314,6,22,Personal Care,4
314,6,23,Household Activities,3
315,0,0,Sleeping,7
315,0,1,Sleeping,7
315,0,2,Sleeping,7
315,0,3,Sleeping,7
315,0,4,Sleeping,7
315,0,5,Sports and Exercise,9
315,0,6,Traveling / Commuting,10
315,0,7,Personal Care,4
315,0,8,Traveling / Commuting,10
315,0,9,Personal Care,4
315,0,10,Working,11
315,0,11,Shopping,6
315,0,12,Eating and Drinking,1
315,0,13,Education,2
315,0,14,Personal Care,4
315,0,15,Working,11
315,0,16,Shopping,6
315,0,17,Sports and Exercise,9
315,0,18,Traveling / Commuting,10
315,0,19,Socializing and Leisure,8
315,0,20,Socializing and Leisure,8
315,0,21,Household Activities,3
315,0,22,Sleeping,7
315,0,23,Sleeping,7
316,1,0,Sleeping,7
316,1,1,Sleeping,7
316,1,2,Sleeping,7
316,1,3,Sleeping,7
316,1,4,Sleeping,7
316,1,5,Sleeping,7
316,1,6,Personal Care,4
316,1,7,Traveling / Commuting,10
316,1,8,Education,2
316,1,9,Traveling / Commuting,10
316,1,10,Working,11
316,1,11,Religious and Volunteer Activities,5
316,1,12,Eating and Drinking,1
316,1,13,Personal Care,4
316,1,14,Religious and Volunteer Activities,5
316,1,15,Working,11
316,1,16,Socializing and Leisure,8
316,1,17,Working,11
316,1,18,Socializing and Leisure,8
316,1,19,Traveling / Commuting,10
316,1,20,Household Activities,3
316,1,21,Socializing and Leisure,8
316,1,22,Sleeping,7
316,1,23,Sleeping,7
317,2,0,Sleeping,7
317,2,1,Sleeping,7
317,2,2,Sleeping,7
317,2,3,Sleeping,7
317,2,4,Eating and Drinking,1
317,2,5,Personal Care,4
317,2,6,Personal Care,4
317,2,7,Household Activities,3
317,2,8,Working,11
317,2,9,Education,2
317,2,10,Religious and Volunteer Activities,5
317,2,11,Working,11
317,2,12,Traveling / Commuting,10
317,2,13,Shopping,6
317,2,14,Working,11
317,2,15,Socializing and Leisure,8
317,2,16,Shopping,6
317,2,17,Sports and Exercise,9
317,2,18,Traveling / Commuting,10
317,2,19,Caring for Household Members,0
317,2,20,Traveling / Commuting,10
317,2,21,Socializing and Leisure,8
317,2,22,Personal Care,4
317,2,23,Sleeping,7
318,3,0,Sleeping,7
318,3,1,Traveling / Commuting,10
318,3,2,Sleeping,7
318,3,3,Sleeping,7
318,3,4,Sleeping,7
318,3,5,Eating and Drinking,1
318,3,6,Sleeping,7
318,3,7,Sleeping,7
318,3,8,Household Activities,3
318,3,9,Working,11
318,3,10,Household Activities,3
318,3,11,Working,11
318,3,12,Eating and Drinking,1
318,3,13,Sports and Exercise,9
318,3,14,Household Activities,3
318,3,15,Working,11
318,3,16,Working,11
318,3,17,Socializing and Leisure,8
318,3,18,Personal Care,4
318,3,19,Eating and Drinking,1
318,3,20,Personal Care,4
318,3,21,Socializing and Leisure,8
318,3,22,Socializing and Leisure,8
318,3,23,Sleeping,7
319,4,0,Sleeping,7
319,4,1,Sleeping,7
319,4,2,Sleeping,7
319,4,3,Sleeping,7
319,4,4,Sleeping,7
319,4,5,Eating and Drinking,1
319,4,6,Sports and Exercise,9
319,4,7,Household Activities,3
319,4,8,Working,11
319,4,9,Working,11
319,4,10,Socializing and Leisure,8
319,4,11,Sports and Exercise,9
319,4,12,Traveling / Commuting,10
319,4,13,Working,11
319,4,14,Education,2
319,4,15,Shopping,6
319,4,16,Traveling / Commuting,10
319,4,17,Socializing and Leisure,8
319,4,18,Shopping,6
319,4,19,Socializing and Leisure,8
319,4,20,Socializing and Leisure,8
319,4,21,Religious and Volunteer Activities,5
319,4,22,Sleeping,7
319,4,23,Sleeping,7
320,5,0,Shopping,6
320,5,1,Sleeping,7
320,5,2,Sleeping,7
320,5,3,Sleeping,7
320,5,4,Sleeping,7
320,5,5,Household Activities,3
320,5,6,Sports and Exercise,9
320,5,7,Eating and Drinking,1
320,5,8,Working,11
320,5,9,Education,2
320,5,10,Eating and Drinking,1
320,5,11,Traveling / Commuting,10
320,5,12,Eating and Drinking,1
320,5,13,Shopping,6
320,5,14,Traveling / Commuting,10
320,5,15,Socializing and Leisure,8
320,5,16,Household Activities,3
320,5,17,Sports and Exercise,9
320,5,18,Household Activities,3
320,5,19,Household Activities,3
320,5,20,Religious and Volunteer Activities,5
320,5,21,Socializing and Leisure,8
320,5,22,Household Activities,3
320,5,23,Sleeping,7
321,6,0,Sleeping,7
321,6,1,Sleeping,7
321,6,2,Sleeping,7
321,6,3,Sleeping,7
321,6,4,Sleeping,7
321,6,5,Sports and Exercise,9
321,6,6,Sleeping,7
321,6,7,Working,11
321,6,8,Working,11
321,6,9,Working,11
321,6,10,Eating and Drinking,1
321,6,11,Religious and Volunteer Activities,5
321,6,12,Eating and Drinking,1
321,6,13,Traveling / Commuting,10
321,6,14,Working,11
321,6,15,Religious and Volunteer Activities,5
321,6,16,Shopping,6
321,6,17,Religious and Volunteer Activities,5
321,6,18,Personal Care,4
321,6,19,Socializing and Leisure,8
321,6,20,Traveling / Commuting,10
321,6,21,Sleeping,7
321,6,22,Sleeping,7
321,6,23,Sleeping,7
322,0,0,Caring for Household Members,0
322,0,1,Sleeping,7
322,0,2,Sleeping,7
322,0,3,Sleeping,7
322,0,4,Sleeping,7
322,0,5,Shopping,6
322,0,6,Sleeping,7
322,0,7,Sports and Exercise,9
322,0,8,Traveling / Commuting,10
322,0,9,Working,11
322,0,10,Sports and Exercise,9
322,0,11,Eating and Drinking,1
322,0,12,Shopping,6
322,0,13,Eating and Drinking,1
322,0,14,Education,2
322,0,15,Working,11
322,0,16,Caring for Household Members,0
322,0,17,Socializing and Leisure,8
322,0,18,Eating and Drinking,1
322,0,19,Socializing and Leisure,8
322,0,20,Household Activities,3
322,0,21,Socializing and Leisure,8
322,0,22,Sleeping,7
322,0,23,Sleeping,7
323,1,0,Sleeping,7
323,1,1,Sleeping,7
323,1,2,Sleeping,7
323,1,3,Sleeping,7
323,1,4,Sleeping,7
323,1,5,Sports and Exercise,9
323,1,6,Traveling / Commuting,10
323,1,7,Eating and Drinking,1
323,1,8,Socializing and Leisure,8
323,1,9,Eating and Drinking,1
323,1,10,Working,11
323,1,11,Education,2
323,1,12,Socializing and Leisure,8
323,1,13,Shopping,6
323,1,14,Working,11
323,1,15,Working,11
323,1,16,Working,11
323,1,17,Sports and Exercise,9
323,1,18,Shopping,6
323,1,19,Socializing and Leisure,8
323,1,20,Household Activities,3
323,1,21,Household Activities,3
323,1,22,Sleeping,7
323,1,23,Sleeping,7
324,2,0,Sleeping,7
324,2,1,Sleeping,7
324,2,2,Eating and Drinking,1
324,2,3,Sleeping,7
324,2,4,Sleeping,7
324,2,5,Sleeping,7
324,2,6,Traveling / Commuting,10
324,2,7,Sleeping,7
324,2,8,Traveling / Commuting,10
324,2,9,Household Activities,3
324,2,10,Working,11
324,2,11,Religious and Volunteer Activities,5
324,2,12,Personal Care,4
324,2,13,Shopping,6
324,2,14,Shopping,6
324,2,15,Working,11
324,2,16,Household Activities,3
324,2,17,Sports and Exercise,9
324,2,18,Sports and Exercise,9
324,2,19,Sleeping,7
324,2,20,Traveling / Commuting,10
324,2,21,Sleeping,7
324,2,22,Sleeping,7
324,2,23,Sleeping,7
325,3,0,Sleeping,7
325,3,1,Sleeping,7
325,3,2,Traveling / Commuting,10
325,3,3,Sleeping,7
325,3,4,Sleeping,7
325,3,5,Sleeping,7
325,3,6,Sports and Exercise,9
325,3,7,Traveling / Commuting,10
325,3,8,Working,11
325,3,9,Personal Care,4
325,3,10,Working,11
325,3,11,Eating and Drinking,1
325,3,12,Eating and Drinking,1
325,3,13,Working,11
325,3,14,Working,11
325,3,15,Household Activities,3
325,3,16,Working,11
325,3,17,Religious and Volunteer Activities,5
325,3,18,Traveling / Commuting,10
325,3,19,Socializing and Leisure,8
325,3,20,Caring for Household Members,0
325,3,21,Household Activities,3
325,3,22,Sleeping,7
325,3,23,Sleeping,7
326,4,0,Sleeping,7
326,4,1,Sleeping,7
326,4,2,Shopping,6
326,4,3,Sleeping,7
326,4,4,Sleeping,7
326,4,5,Sleeping,7
326,4,6,Personal Care,4
326,4,7,Working,11
326,4,8,Working,11
326,4,9,Traveling / Commuting,10
326,4,10,Working,11
326,4,11,Household Activities,3
326,4,12,Shopping,6
326,4,13,Sports and Exercise,9
326,4,14,Working,11
326,4,15,Education,2
326,4,16,Shopping,6
326,4,17,Shopping,6
326,4,18,Personal Care,4
326,4,19,Caring for Household Members,0
326,4,20,Sports and Exercise,9
326,4,21,Socializing and Leisure,8
326,4,22,Socializing and Leisure,8
326,4,23,Sleeping,7
327,5,0,Sleeping,7
327,5,1,Sleeping,7
327,5,2,Sleeping,7
327,5,3,Sleeping,7
327,5,4,Personal Care,4
327,5,5,Sleeping,7
327,5,6,Working,11
327,5,7,Working,11
327,5,8,Working,11
327,5,9,Working,11
327,5,10,Working,11
327,5,11,Working,11
327,5,12,Personal Care,4
327,5,13,Working,11
327,5,14,Personal Care,4
327,5,15,Socializing and Leisure,8
327,5,16,Working,11
327,5,17,Religious and Volunteer Activities,5
327,5,18,Eating and Drinking,1
327,5,19,Household Activities,3
327,5,20,Caring for Household Members,0
327,5,21,Sleeping,7
327,5,22,Socializing and Leisure,8
327,5,23,Sleeping,7
328,6,0,Shopping,6
328,6,1,Eating and Drinking,1
328,6,2,Sleeping,7
328,6,3,Sleeping,7
328,6,4,Sleeping,7
328,6,5,Personal Care,4
328,6,6,Caring for Household Members,0
328,6,7,Personal Care,4
328,6,8,Personal Care,4
328,6,9,Household Activities,3
328,6,10,Shopping,6
328,6,11,Traveling / Commuting,10
328,6,12,Eating and Drinking,1
328,6,13,Education,2
328,6,14,Working,11
328,6,15,Working,11
328,6,16,Working,11
328,6,17,Caring for Household Members,0
328,6,18,Eating and Drinking,1
328,6,19,Shopping,6
328,6,20,Sports and Exercise,9
328,6,21,Caring for Household Members,0
328,6,22,Personal Care,4
328,6,23,Socializing and Leisure,8
329,0,0,Sleeping,7
329,0,1,Sleeping,7
329,0,2,Sleeping,7
329,0,3,Personal Care,4
329,0,4,Sleeping,7
329,0,5,Sleeping,7
329,0,6,Personal Care,4
329,0,7,Traveling / Commuting,10
329,0,8,Personal Care,4
329,0,9,Religious and Volunteer Activities,5
329,0,10,Working,11
329,0,11,Education,2
329,0,12,Working,11
329,0,13,Household Activities,3
329,0,14,Education,2
329,0,15,Working,11
329,0,16,Shopping,6
329,0,17,Personal Care,4
329,0,18,Sleeping,7
329,0,19,Household Activities,3
329,0,20,Socializing and Leisure,8
329,0,21,Sleeping,7
329,0,22,Sleeping,7
329,0,23,Sleeping,7
330,1,0,Sleeping,7
330,1,1,Sleeping,7
330,1,2,Sleeping,7
330,1,3,Sleeping,7
330,1,4,Shopping,6
330,1,5,Sleeping,7
330,1,6,Education,2
330,1,7,Traveling / Commuting,10
330,1,8,Education,2
330,1,9,Working,11
330,1,10,Education,2
330,1,11,Education,2
330,1,12,Shopping,6
330,1,13,Working,11
330,1,14,Working,11
330,1,15,Working,11
330,1,16,Shopping,6
330,1,17,Socializing and Leisure,8
330,1,18,Household Activities,3
330,1,19,Caring for Household Members,0
330,1,20,Caring for Household Members,0
330,1,21,Socializing and Leisure,8
330,1,22,Socializing and Leisure,8
330,1,23,Sleeping,7
331,2,0,Sleeping,7
331,2,1,Sleeping,7
331,2,2,Sleeping,7
331,2,3,Sleeping,7
331,2,4,Caring for Household Members,0
331,2,5,Sleeping,7
331,2,6,Traveling / Commuting,10
331,2,7,Personal Care,4
331,2,8,Socializing and Leisure,8
331,2,9,Eating and Drinking,1
331,2,10,Traveling / Commuting,10
331,2,11,Shopping,6
331,2,12,Socializing and Leisure,8
331,2,13,Education,2
331,2,14,Working,11
331,2,15,Personal Care,4
331,2,16,Traveling / Commuting,10
331,2,17,Household Activities,3
331,2,18,Eating and Drinking,1
331,2,19,Caring for Household Members,0
331,2,20,Socializing and Leisure,8
331,2,21,Sleeping,7
331,2,22,Sleeping,7
331,2,23,Sleeping,7
332,3,0,Sleeping,7
332,3,1,Eating and Drinking,1
332,3,2,Traveling / Commuting,10
332,3,3,Sleeping,7
332,3,4,Sleeping,7
332,3,5,Education,2
332,3,6,Household Activities,3
332,3,7,Personal Care,4
332,3,8,Traveling / Commuting,10
332,3,9,Education,2
332,3,10,Education,2
332,3,11,Sports and Exercise,9
332,3,12,Eating and Drinking,1
332,3,13,Working,11
332,3,14,Sports and Exercise,9
332,3,15,Working,11
332,3,16,Household Activities,3
332,3,17,Traveling / Commuting,10
332,3,18,Sports and Exercise,9
332,3,19,Caring for Household Members,0
332,3,20,Socializing and Leisure,8
332,3,21,Socializing and Leisure,8
332,3,22,Household Activities,3
332,3,23,Sleeping,7
333,4,0,Sleeping,7
333,4,1,Sleeping,7
333,4,2,Sleeping,7
333,4,3,Sleeping,7
333,4,4,Sleeping,7
333,4,5,Personal Care,4
333,4,6,Traveling / Commuting,10
333,4,7,Personal Care,4
333,4,8,Education,2
333,4,9,Education,2
333,4,10,Working,11
333,4,11,Religious and Volunteer Activities,5
333,4,12,Shopping,6
333,4,13,Working,11
333,4,14,Education,2
333,4,15,Working,11
333,4,16,Sports and Exercise,9
333,4,17,Personal Care,4
333,4,18,Traveling / Commuting,10
333,4,19,Caring for Household Members,0
333,4,20,Socializing and Leisure,8
333,4,21,Personal Care,4
333,4,22,Caring for Household Members,0
333,4,23,Personal Care,4
334,5,0,Sleeping,7
334,5,1,Sleeping,7
334,5,2,Sleeping,7
334,5,3,Eating and Drinking,1
334,5,4,Sleeping,7
334,5,5,Sports and Exercise,9
334,5,6,Sports and Exercise,9
334,5,7,Working,11
334,5,8,Working,11
334,5,9,Working,11
334,5,10,Education,2
334,5,11,Working,11
334,5,12,Household Activities,3
334,5,13,Education,2
334,5,14,Working,11
334,5,15,Socializing and Leisure,8
334,5,16,Working,11
334,5,17,Eating and Drinking,1
334,5,18,Sports and Exercise,9
334,5,19,Personal Care,4
334,5,20,Household Activities,3
334,5,21,Socializing and Leisure,8
334,5,22,Sleeping,7
334,5,23,Education,2
335,6,0,Traveling / Commuting,10
335,6,1,Sleeping,7
335,6,2,Sleeping,7
335,6,3,Sleeping,7
335,6,4,Sleeping,7
335,6,5,Sleeping,7
335,6,6,Socializing and Leisure,8
335,6,7,Sleeping,7
335,6,8,Traveling / Commuting,10
335,6,9,Working,11
335,6,10,Working,11
335,6,11,Working,11
335,6,12,Religious and Volunteer Activities,5
335,6,13,Sports and Exercise,9
335,6,14,Education,2
335,6,15,Working,11
335,6,16,Working,11
335,6,17,Working,11
335,6,18,Caring for Household Members,0
335,6,19,Socializing and Leisure,8
335,6,20,Socializing and Leisure,8
335,6,21,Eating and Drinking,1
335,6,22,Socializing and Leisure,8
335,6,23,Sleeping,7
336,0,0,Sports and Exercise,9
336,0,1,Sleeping,7
336,0,2,Sleeping,7
336,0,3,Sleeping,7
336,0,4,Sleeping,7
336,0,5,Personal Care,4
336,0,6,Eating and Drinking,1
336,0,7,Working,11
336,0,8,Education,2
336,0,9,Education,2
336,0,10,Education,2
336,0,11,Working,11
336,0,12,Shopping,6
336,0,13,Shopping,6
336,0,14,Working,11
336,0,15,Household Activities,3
336,0,16,Working,11
336,0,17,Eating and Drinking,1
336,0,18,Eating and Drinking,1
336,0,19,Personal Care,4
336,0,20,Socializing and Leisure,8
336,0,21,Socializing and Leisure,8
336,0,22,Socializing and Leisure,8
336,0,23,Sleeping,7
337,1,0,Sleeping,7
337,1,1,Personal Care,4
337,1,2,Sleeping,7
337,1,3,Sleeping,7
337,1,4,Sleeping,7
337,1,5,Traveling / Commuting,10
337,1,6,Household Activities,3
337,1,7,Traveling / Commuting,10
337,1,8,Personal Care,4
337,1,9,Working,11
337,1,10,Household Activities,3
337,1,11,Shopping,6
337,1,12,Education,2
337,1,13,Religious and Volunteer Activities,5
337,1,14,Working,11
337,1,15,Personal Care,4
337,1,16,Education,2
337,1,17,Socializing and Leisure,8
337,1,18,Eating and Drinking,1
337,1,19,Shopping,6
337,1,20,Socializing and Leisure,8
337,1,21,Socializing and Leisure,8
337,1,22,Personal Care,4
337,1,23,Sleeping,7
338,2,0,Education,2
338,2,1,Sleeping,7
338,2,2,Sleeping,7
338,2,3,Sleeping,7
338,2,4,Sleeping,7
338,2,5,Sleeping,7
338,2,6,Personal Care,4
338,2,7,Caring for Household Members,0
338,2,8,Working,11
338,2,9,Socializing and Leisure,8
338,2,10,Working,11
338,2,11,Socializing and Leisure,8
338,2,12,Eating and Drinking,1
338,2,13,Sleeping,7
338,2,14,Working,11
338,2,15,Traveling / Commuting,10
338,2,16,Traveling / Commuting,10
338,2,17,Working,11
338,2,18,Sports and Exercise,9
338,2,19,Socializing and Leisure,8
338,2,20,Religious and Volunteer Activities,5
338,2,21,Household Activities,3
338,2,22,Shopping,6
338,2,23,Sleeping,7
339,3,0,Sleeping,7
339,3,1,Sports and Exercise,9
339,3,2,Sleeping,7
339,3,3,Sleeping,7
339,3,4,Sleeping,7
339,3,5,Eating and Drinking,1
339,3,6,Caring for Household Members,0
339,3,7,Working,11
339,3,8,Traveling / Commuting,10
339,3,9,Personal Care,4
339,3,10,Working,11
339,3,11,Religious and Volunteer Activities,5
339,3,12,Working,11
339,3,13,Working,11
339,3,14,Shopping,6
339,3,15,Education,2
339,3,16,Working,11
339,3,17,Religious and Volunteer Activities,5
339,3,18,Sports and Exercise,9
339,3,19,Eating and Drinking,1
339,3,20,Socializing and Leisure,8
339,3,21,Household Activities,3
339,3,22,Sleeping,7
339,3,23,Eating and Drinking,1
340,4,0,Sports and Exercise,9
340,4,1,Sleeping,7
340,4,2,Sleeping,7
340,4,3,Sleeping,7
340,4,4,Sleeping,7
340,4,5,Sleeping,7
340,4,6,Sleeping,7
340,4,7,Sports and Exercise,9
340,4,8,Working,11
340,4,9,Working,11
340,4,10,Education,2
340,4,11,Education,2
340,4,12,Working,11
340,4,13,Working,11
340,4,14,Socializing and Leisure,8
340,4,15,Working,11
340,4,16,Working,11
340,4,17,Education,2
340,4,18,Personal Care,4
340,4,19,Personal Care,4
340,4,20,Sleeping,7
340,4,21,Sleeping,7
340,4,22,Sleeping,7
340,4,23,Religious and Volunteer Activities,5
341,5,0,Sleeping,7
341,5,1,Sleeping,7
341,5,2,Sleeping,7
341,5,3,Shopping,6
341,5,4,Sleeping,7
341,5,5,Sleeping,7
341,5,6,Traveling / Commuting,10
341,5,7,Working,11
341,5,8,Working,11
341,5,9,Working,11
341,5,10,Working,11
341,5,11,Working,11
341,5,12,Socializing and Leisure,8
341,5,13,Working,11
341,5,14,Shopping,6
341,5,15,Eating and Drinking,1
341,5,16,Working,11
341,5,17,Caring for Household Members,0
341,5,18,Religious and Volunteer Activities,5
341,5,19,Caring for Household Members,0
341,5,20,Socializing and Leisure,8
341,5,21,Eating and Drinking,1
341,5,22,Sleeping,7
341,5,23,Sleeping,7
342,6,0,Sleeping,7
342,6,1,Sleeping,7
342,6,2,Sleeping,7
342,6,3,Sleeping,7
342,6,4,Sleeping,7
342,6,5,Personal Care,4
342,6,6,Eating and Drinking,1
342,6,7,Household Activities,3
342,6,8,Shopping,6
342,6,9,Working,11
342,6,10,Working,11
342,6,11,Education,2
342,6,12,Traveling / Commuting,10
342,6,13,Working,11
342,6,14,Eating and Drinking,1
342,6,15,Education,2
342,6,16,Working,11
342,6,17,Socializing and Leisure,8
342,6,18,Household Activities,3
342,6,19,Eating and Drinking,1
342,6,20,Socializing and Leisure,8
342,6,21,Socializing and Leisure,8
342,6,22,Sleeping,7
342,6,23,Sleeping,7
343,0,0,Sleeping,7
343,0,1,Sleeping,7
343,0,2,Sleeping,7
343,0,3,Sleeping,7
343,0,4,Sleeping,7
343,0,5,Household Activities,3
343,0,6,Caring for Household Members,0
343,0,7,Personal Care,4
343,0,8,Education,2
343,0,9,Sports and Exercise,9
343,0,10,Personal Care,4
343,0,11,Working,11
343,0,12,Working,11
343,0,13,Socializing and Leisure,8
343,0,14,Working,11
343,0,15,Shopping,6
343,0,16,Traveling / Commuting,10
343,0,17,Traveling / Commuting,10
343,0,18,Traveling / Commuting,10
343,0,19,Religious and Volunteer Activities,5
343,0,20,Sleeping,7
343,0,21,Socializing and Leisure,8
343,0,22,Sleeping,7
343,0,23,Socializing and Leisure,8
344,1,0,Sleeping,7
344,1,1,Traveling / Commuting,10
344,1,2,Sleeping,7
344,1,3,Sleeping,7
344,1,4,Sleeping,7
344,1,5,Sleeping,7
344,1,6,Sports and Exercise,9
344,1,7,Sleeping,7
344,1,8,Education,2
344,1,9,Personal Care,4
344,1,10,Sports and Exercise,9
344,1,11,Working,11
344,1,12,Shopping,6
344,1,13,Sports and Exercise,9
344,1,14,Working,11
344,1,15,Working,11
344,1,16,Eating and Drinking,1
344,1,17,Socializing and Leisure,8
344,1,18,Shopping,6
344,1,19,Socializing and Leisure,8
344,1,20,Socializing and Leisure,8
344,1,21,Household Activities,3
344,1,22,Sleeping,7
344,1,23,Sleeping,7
345,2,0,Sleeping,7
345,2,1,Education,2
345,2,2,Sleeping,7
345,2,3,Sleeping,7
345,2,4,Sleeping,7
345,2,5,Sports and Exercise,9
345,2,6,Eating and Drinking,1
345,2,7,Sleeping,7
345,2,8,Personal Care,4
345,2,9,Shopping,6
345,2,10,Religious and Volunteer Activities,5
345,2,11,Sports and Exercise,9
345,2,12,Eating and Drinking,1
345,2,13,Working,11
345,2,14,Education,2
345,2,15,Education,2
345,2,16,Socializing and Leisure,8
345,2,17,Sports and Exercise,9
345,2,18,Personal Care,4
345,2,19,Sports and Exercise,9
345,2,20,Socializing and Leisure,8
345,2,21,Eating and Drinking,1
345,2,22,Socializing and Leisure,8
345,2,23,Sleeping,7
346,3,0,Sleeping,7
346,3,1,Sleeping,7
346,3,2,Sleeping,7
346,3,3,Sleeping,7
346,3,4,Sleeping,7
346,3,5,Personal Care,4
346,3,6,Working,11
346,3,7,Eating and Drinking,1
346,3,8,Personal Care,4
346,3,9,Socializing and Leisure,8
346,3,10,Working,11
346,3,11,Working,11
346,3,12,Traveling / Commuting,10
346,3,13,Education,2
346,3,14,Education,2
346,3,15,Household Activities,3
346,3,16,Working,11
346,3,17,Sports and Exercise,9
346,3,18,Eating and Drinking,1
346,3,19,Caring for Household Members,0
346,3,20,Personal Care,4
346,3,21,Socializing and Leisure,8
346,3,22,Sleeping,7
346,3,23,Socializing and Leisure,8
347,4,0,Sleeping,7
347,4,1,Sleeping,7
347,4,2,Sleeping,7
347,4,3,Sleeping,7
347,4,4,Personal Care,4
347,4,5,Personal Care,4
347,4,6,Sports and Exercise,9
347,4,7,Household Activities,3
347,4,8,Traveling / Commuting,10
347,4,9,Household Activities,3
347,4,10,Household Activities,3
347,4,11,Education,2
347,4,12,Education,2
347,4,13,Shopping,6
347,4,14,Working,11
347,4,15,Working,11
347,4,16,Religious and Volunteer Activities,5
347,4,17,Education,2
347,4,18,Education,2
347,4,19,Personal Care,4
347,4,20,Socializing and Leisure,8
347,4,21,Socializing and Leisure,8
347,4,22,Socializing and Leisure,8
347,4,23,Sleeping,7
348,5,0,Sleeping,7
348,5,1,Sleeping,7
348,5,2,Sleeping,7
348,5,3,Sleeping,7
348,5,4,Sleeping,7
348,5,5,Personal Care,4
348,5,6,Sleeping,7
348,5,7,Personal Care,4
348,5,8,Education,2
348,5,9,Working,11
348,5,10,Working,11
348,5,11,Household Activities,3
348,5,12,Household Activities,3
348,5,13,Education,2
348,5,14,Working,11
348,5,15,Education,2
348,5,16,Socializing and Leisure,8
348,5,17,Eating and Drinking,1
348,5,18,Eating and Drinking,1
348,5,19,Caring for Household Members,0
348,5,20,Caring for Household Members,0
348,5,21,Socializing and Leisure,8
348,5,22,Household Activities,3
348,5,23,Sleeping,7
349,6,0,Sleeping,7
349,6,1,Sleeping,7
349,6,2,Sleeping,7
349,6,3,Sleeping,7
349,6,4,Sleeping,7
349,6,5,Sleeping,7
349,6,6,Caring for Household Members,0
349,6,7,Traveling / Commuting,10
349,6,8,Working,11
349,6,9,Household Activities,3
349,6,10,Religious and Volunteer Activities,5
349,6,11,Working,11
349,6,12,Shopping,6
349,6,13,Eating and Drinking,1
349,6,14,Shopping,6
349,6,15,Eating and Drinking,1
349,6,16,Religious and Volunteer Activities,5
349,6,17,Sports and Exercise,9
349,6,18,Sports and Exercise,9
349,6,19,Socializing and Leisure,8
349,6,20,Socializing and Leisure,8
349,6,21,Caring for Household Members,0
349,6,22,Socializing and Leisure,8
349,6,23,Sports and Exercise,9
350,0,0,Sleeping,7
350,0,1,Caring for Household Members,0
350,0,2,Sleeping,7
350,0,3,Sleeping,7
350,0,4,Sleeping,7
350,0,5,Sleeping,7
350,0,6,Sleeping,7
350,0,7,Eating and Drinking,1
350,0,8,Caring for Household Members,0
350,0,9,Working,11
350,0,10,Household Activities,3
350,0,11,Religious and Volunteer Activities,5
350,0,12,Working,11
350,0,13,Working,11
350,0,14,Working,11
350,0,15,Personal Care,4
350,0,16,Education,2
350,0,17,Socializing and Leisure,8
350,0,18,Sports and Exercise,9
350,0,19,Eating and Drinking,1
350,0,20,Socializing and Leisure,8
350,0,21,Eating and Drinking,1
350,0,22,Sleeping,7
350,0,23,Sleeping,7
351,1,0,Sleeping,7
351,1,1,Sleeping,7
351,1,2,Sleeping,7
351,1,3,Traveling / Commuting,10
351,1,4,Sleeping,7
351,1,5,Sleeping,7
